Customer ID,Satisfaction Score,Customer Status,Churn Value,Churn Category,Churn Reason
5016-IBERQ,4,Stayed,0,,
0743-HRVFF,5,Stayed,0,,
5172-RKOCB,4,Stayed,0,,
1092-WPIVQ,4,Stayed,0,,
6038-GCYEC,1,Churned,1,Competitor,Competitor had better devices
2694-CIUMO,3,Stayed,0,,
3422-WJOYD,5,Stayed,0,,
9734-UYXQI,1,Churned,1,Competitor,Competitor made better offer
8887-IPQNC,5,Stayed,0,,
8258-GSTJK,1,Churned,1,Competitor,Competitor had better devices
4291-SHSBH,3,Stayed,0,,
6050-FFXES,5,Stayed,0,,
3703-KBKZP,5,Stayed,0,,
9720-JJJOR,3,Stayed,0,,
4906-ZHGPK,3,Stayed,0,,
1159-WFSGR,4,Stayed,0,,
3466-WAESX,4,Stayed,0,,
3511-BFTJW,4,Stayed,0,,
5376-PCKNB,5,Stayed,0,,
2371-JQHZZ,5,Stayed,0,,
1347-KTTTA,3,Stayed,0,,
1428-IEDPR,4,Stayed,0,,
3219-JQRSL,3,Stayed,0,,
5073-WXOYN,2,Churned,1,Competitor,Competitor offered more data
4685-ERGHK,5,Stayed,0,,
0897-FEGMU,3,Churned,1,Dissatisfaction,Network reliability
7860-KSUGX,3,Stayed,0,,
2023-VQFDL,5,Stayed,0,,
0135-NMXAP,3,Churned,1,Attitude,Attitude of support person
1222-KJNZD,3,Stayed,0,,
3258-SYSWS,3,Stayed,0,,
5649-RXQTV,5,Stayed,0,,
5022-KVDQT,5,Stayed,0,,
7636-XUHWW,5,Joined,0,,
4919-MOAVT,2,Churned,1,Competitor,Competitor offered higher download speeds
4553-DVPZG,5,Stayed,0,,
9917-KWRBE,3,Stayed,0,,
5917-RYRMG,4,Stayed,0,,
6242-MBHPK,3,Stayed,0,,
3810-PJUHR,3,Stayed,0,,
5697-GOMBF,5,Stayed,0,,
7426-RHZGU,3,Stayed,0,,
5686-CMAWK,5,Stayed,0,,
6701-DHKWQ,3,Stayed,0,,
9971-ZWPBF,3,Stayed,0,,
3865-ZFZIB,5,Stayed,0,,
0661-KBKPA,4,Stayed,0,,
8200-KLNYW,4,Stayed,0,,
9318-NKNFC,1,Churned,1,Dissatisfaction,Service dissatisfaction
9351-LZYGF,3,Stayed,0,,
6862-CQUMB,4,Stayed,0,,
5712-AHQNN,5,Stayed,0,,
9445-SZLCH,2,Churned,1,Dissatisfaction,Limited range of services
9068-FHQHD,5,Stayed,0,,
1750-CSKKM,1,Churned,1,Competitor,Competitor had better devices
5419-CONWX,1,Churned,1,Competitor,Competitor had better devices
9089-UOWJG,4,Stayed,0,,
7269-JISCY,3,Stayed,0,,
6772-KSATR,1,Churned,1,Dissatisfaction,Service dissatisfaction
1755-FZQEC,4,Stayed,0,,
4929-ROART,4,Stayed,0,,
0468-YRPXN,5,Stayed,0,,
0754-UKWQP,1,Churned,1,Competitor,Competitor had better devices
4851-BQDNX,4,Stayed,0,,
5482-PLVPE,1,Churned,1,Competitor,Competitor had better devices
2054-PJOCK,5,Stayed,0,,
8884-MRNSU,3,Stayed,0,,
6407-UTSLV,3,Joined,0,,
4524-QCSSM,4,Stayed,0,,
3016-KSVCP,3,Stayed,0,,
4583-PARNH,5,Stayed,0,,
7634-WSWDB,3,Stayed,0,,
1213-NGCUN,2,Churned,1,Dissatisfaction,Lack of self-service on Website
9300-RENDD,3,Churned,1,Attitude,Attitude of support person
6551-ZCOTS,4,Stayed,0,,
8008-ESFLK,3,Stayed,0,,
6691-CCIHA,4,Stayed,0,,
2067-QYTCF,4,Stayed,0,,
2777-PHDEI,1,Churned,1,Competitor,Competitor offered more data
6616-AALSR,3,Stayed,0,,
7633-MVPUY,3,Stayed,0,,
4918-QLLIW,2,Churned,1,Other,Don't know
9479-HYNYL,5,Stayed,0,,
9617-UDPEU,3,Stayed,0,,
6923-JHPMP,4,Joined,0,,
9286-BHDQG,4,Stayed,0,,
8436-BJUMM,3,Churned,1,Competitor,Competitor offered higher download speeds
1757-TCATG,3,Stayed,0,,
7994-UYIVZ,4,Stayed,0,,
8361-LBRDI,3,Stayed,0,,
1384-RCUXW,4,Stayed,0,,
0578-SKVMF,1,Churned,1,Competitor,Competitor had better devices
7821-DPRQE,3,Stayed,0,,
9495-REDIY,3,Stayed,0,,
2165-VOEGB,2,Churned,1,Other,Don't know
6235-VDHOM,2,Churned,1,Dissatisfaction,Limited range of services
9097-ZUBYC,5,Stayed,0,,
1754-GKYPY,3,Stayed,0,,
1112-CUNAO,2,Churned,1,Dissatisfaction,Service dissatisfaction
0207-MDKNV,1,Churned,1,Competitor,Competitor made better offer
5117-ZSMHQ,5,Stayed,0,,
4998-IKFSE,5,Stayed,0,,
5816-SCGFC,4,Stayed,0,,
3001-UNBTL,4,Stayed,0,,
4671-VJLCL,3,Stayed,0,,
7452-FOLON,5,Stayed,0,,
3778-FOAQW,3,Stayed,0,,
0347-UBKUZ,4,Stayed,0,,
2207-QPJED,4,Stayed,0,,
0813-TAXXS,5,Stayed,0,,
6990-YNRIO,1,Churned,1,Attitude,Attitude of support person
5067-DGXLL,4,Joined,0,,
9866-QEVEE,1,Churned,1,Competitor,Competitor had better devices
0118-JPNOY,3,Stayed,0,,
8295-FHIVV,5,Stayed,0,,
2408-PSJVE,4,Stayed,0,,
2038-YSEZE,3,Stayed,0,,
4826-TZEVA,3,Stayed,0,,
0562-HKHML,4,Stayed,0,,
5564-NEMQO,2,Churned,1,Dissatisfaction,Network reliability
5914-XRFQB,3,Stayed,0,,
2351-BKRZW,3,Stayed,0,,
4419-UJMUS,4,Stayed,0,,
8133-ANHHJ,4,Stayed,0,,
4129-LYCOI,3,Stayed,0,,
0374-AACSZ,3,Joined,0,,
7527-QNRUS,3,Stayed,0,,
5327-XOKKY,3,Stayed,0,,
8661-BOYNW,3,Stayed,0,,
4660-IRIBM,4,Stayed,0,,
5614-DNZCE,4,Stayed,0,,
5135-RDDQL,3,Stayed,0,,
5485-ITNPC,3,Stayed,0,,
7030-NJVDP,3,Stayed,0,,
4976-LNFVV,5,Stayed,0,,
3181-MIZBN,4,Stayed,0,,
7379-POKDZ,1,Churned,1,Competitor,Competitor had better devices
3050-RLLXC,4,Stayed,0,,
8807-ARQET,5,Stayed,0,,
5285-MVEHD,4,Stayed,0,,
7005-CYUIL,3,Stayed,0,,
9227-LUNBG,2,Churned,1,Price,Price too high
2674-MIAHT,3,Stayed,0,,
2378-YIZKA,3,Stayed,0,,
6388-TABGU,4,Stayed,0,,
3589-PPVKW,4,Stayed,0,,
9435-JMLSX,4,Stayed,0,,
4349-GFQHK,3,Churned,1,Attitude,Attitude of service provider
5118-MUEYH,3,Stayed,0,,
7996-MHXLW,5,Stayed,0,,
6127-IYJOZ,5,Joined,0,,
7493-TPUWZ,1,Churned,1,Competitor,Competitor had better devices
3934-HXCFZ,1,Churned,1,Dissatisfaction,Service dissatisfaction
0731-EBJQB,3,Stayed,0,,
3363-DTIVD,3,Stayed,0,,
2239-JALAW,1,Churned,1,Competitor,Competitor made better offer
3649-JPUGY,3,Stayed,0,,
3131-NWVFJ,3,Stayed,0,,
5181-OABFK,3,Stayed,0,,
2930-UOTMB,1,Churned,1,Competitor,Competitor offered higher download speeds
9137-UIYPG,3,Stayed,0,,
6861-XWTWQ,2,Churned,1,Attitude,Attitude of support person
8091-TTVAX,3,Stayed,0,,
5777-ZPQNC,5,Stayed,0,,
8434-PNQZX,4,Stayed,0,,
7799-DSEWS,3,Stayed,0,,
3716-LRGXK,3,Stayed,0,,
2233-FAGXV,5,Stayed,0,,
6732-FZUGP,4,Stayed,0,,
4176-RELJR,3,Stayed,0,,
8165-CBKXO,3,Stayed,0,,
6893-ODYYE,3,Stayed,0,,
0526-SXDJP,4,Stayed,0,,
7977-HXJKU,3,Stayed,0,,
5461-QKNTN,3,Stayed,0,,
4822-YCXMX,1,Churned,1,Price,Extra data charges
9231-ZJYAM,3,Churned,1,Other,Moved
3583-EKAPL,1,Churned,1,Competitor,Competitor had better devices
9863-JZAIC,1,Churned,1,Other,Don't know
7795-CFOCW,3,Stayed,0,,
9626-WEQRM,4,Stayed,0,,
0380-NEAVX,5,Stayed,0,,
0963-ZBDRN,3,Churned,1,Attitude,Attitude of support person
8059-UDZFY,5,Stayed,0,,
6289-CPNLD,1,Churned,1,Competitor,Competitor had better devices
6952-OMNWB,4,Stayed,0,,
7337-CINUD,4,Stayed,0,,
4803-AXVYP,1,Churned,1,Dissatisfaction,Service dissatisfaction
5799-JRCZO,5,Stayed,0,,
0722-TROQR,1,Churned,1,Price,Lack of affordable download/upload speed
2676-OXPPQ,3,Stayed,0,,
2604-IJPDU,3,Stayed,0,,
9938-ZREHM,3,Stayed,0,,
5473-KHBPS,3,Stayed,0,,
6896-SRVYQ,5,Stayed,0,,
2480-EJWYP,3,Stayed,0,,
7075-BNDVQ,4,Stayed,0,,
8085-MSNLK,3,Stayed,0,,
8580-QVLOC,1,Churned,1,Competitor,Competitor made better offer
4012-ZTHBR,5,Stayed,0,,
5176-OLSKT,4,Stayed,0,,
0093-EXYQL,3,Stayed,0,,
7931-PXHFC,3,Churned,1,Dissatisfaction,Poor expertise of phone support
1897-RCFUM,3,Stayed,0,,
1936-CZAKF,4,Stayed,0,,
9548-ZMVTX,3,Stayed,0,,
6490-FGZAT,5,Stayed,0,,
5520-FVEWJ,1,Churned,1,Competitor,Competitor had better devices
6115-ZTBFQ,3,Stayed,0,,
7228-PAQPD,4,Stayed,0,,
8200-LGKSR,3,Stayed,0,,
0268-QKIWO,3,Churned,1,Attitude,Attitude of support person
5248-KWLAR,4,Stayed,0,,
2432-TFSMK,3,Stayed,0,,
3946-JEWRQ,5,Stayed,0,,
8443-WVPSS,1,Churned,1,Dissatisfaction,Service dissatisfaction
8044-BGWPI,4,Stayed,0,,
1577-HKTFG,1,Churned,1,Attitude,Attitude of support person
9780-FKVVF,3,Stayed,0,,
7838-LAZFO,4,Stayed,0,,
0373-AIVNJ,3,Stayed,0,,
0511-JTEOY,2,Churned,1,Competitor,Competitor made better offer
2478-EEWWM,4,Stayed,0,,
2931-FSOHN,5,Stayed,0,,
5324-KTGCG,4,Stayed,0,,
1092-GANHU,2,Churned,1,Competitor,Competitor offered more data
0436-TWFFZ,4,Stayed,0,,
8149-AIQCG,5,Stayed,0,,
0082-LDZUE,5,Joined,0,,
0824-VWDPO,4,Stayed,0,,
0415-MOSGF,2,Churned,1,Attitude,Attitude of support person
5536-SLHPM,2,Churned,1,Competitor,Competitor made better offer
8873-GLDMH,4,Stayed,0,,
8039-EQPIM,3,Stayed,0,,
6243-OZGFH,3,Stayed,0,,
7969-FFOWG,4,Stayed,0,,
8761-NSOBC,2,Churned,1,Dissatisfaction,Network reliability
3712-PKXZA,4,Stayed,0,,
3192-NQECA,2,Churned,1,Competitor,Competitor had better devices
4537-DKTAL,5,Joined,0,,
1047-RNXZV,5,Stayed,0,,
9019-QVLZD,2,Churned,1,Competitor,Competitor made better offer
8082-GHXOP,3,Stayed,0,,
5546-QUERU,3,Stayed,0,,
8108-UXRQN,3,Stayed,0,,
7764-BDPEE,4,Joined,0,,
6350-XFYGW,4,Stayed,0,,
2805-EDJPQ,4,Stayed,0,,
6195-MELTI,5,Stayed,0,,
8246-SHFGA,3,Stayed,0,,
1471-GIQKQ,3,Joined,0,,
4694-PHWFW,4,Stayed,0,,
0215-BQKGS,4,Stayed,0,,
7776-QWNFX,3,Churned,1,Attitude,Attitude of support person
7089-XXAYG,5,Stayed,0,,
4830-FAXFM,4,Stayed,0,,
2958-NHPPS,5,Stayed,0,,
4816-LXZYW,1,Churned,1,Competitor,Competitor had better devices
6870-ZWMNX,4,Stayed,0,,
8144-DGHXP,4,Stayed,0,,
8708-XPXHZ,1,Churned,1,Competitor,Competitor had better devices
3223-DWFIO,3,Stayed,0,,
3675-YDUPJ,4,Stayed,0,,
0292-WEGCH,3,Stayed,0,,
1085-LDWAM,3,Stayed,0,,
8217-QYOHV,4,Stayed,0,,
7083-MIOPC,4,Stayed,0,,
2587-YNLES,4,Stayed,0,,
0835-DUUIQ,5,Stayed,0,,
4877-TSOFF,3,Stayed,0,,
5356-CSVSQ,5,Joined,0,,
1428-GTBJJ,2,Churned,1,Price,Long distance charges
7272-QDCKA,3,Stayed,0,,
1131-QQZEB,3,Stayed,0,,
7901-TBKJX,3,Stayed,0,,
5318-YKDPV,3,Stayed,0,,
5384-ZTTWP,4,Stayed,0,,
8519-IMDHU,1,Churned,1,Competitor,Competitor had better devices
3452-FLHYD,4,Stayed,0,,
5442-BHQNG,5,Joined,0,,
8128-YVJRG,1,Churned,1,Attitude,Attitude of support person
5656-MJEFC,4,Stayed,0,,
5232-NXPAY,3,Stayed,0,,
3682-YEUWS,5,Stayed,0,,
6344-SFJVH,5,Stayed,0,,
2773-OVBPK,3,Stayed,0,,
9828-QHFBK,3,Stayed,0,,
4080-IIARD,5,Stayed,0,,
5186-PEIZU,5,Stayed,0,,
1221-GHZEP,3,Stayed,0,,
6227-FBDXH,4,Stayed,0,,
0224-HJAPT,2,Churned,1,Competitor,Competitor made better offer
5286-YHCVC,4,Stayed,0,,
7216-EWTRS,1,Churned,1,Attitude,Attitude of service provider
9670-BPNXF,3,Stayed,0,,
5240-IJOQT,1,Churned,1,Competitor,Competitor had better devices
2232-DMLXU,2,Churned,1,Dissatisfaction,Poor expertise of online support
5274-XHAKY,4,Stayed,0,,
0929-PECLO,4,Stayed,0,,
3750-RNQKR,4,Stayed,0,,
3807-BPOMJ,4,Stayed,0,,
0471-LVHGK,2,Churned,1,Competitor,Competitor offered higher download speeds
0404-AHASP,3,Stayed,0,,
2245-ADZFJ,4,Stayed,0,,
9786-IJYDL,4,Stayed,0,,
5680-LQOGP,3,Stayed,0,,
8480-PPONV,3,Stayed,0,,
3970-XGJDU,4,Stayed,0,,
0003-MKNFE,5,Stayed,0,,
2599-CZABP,3,Stayed,0,,
4724-WXVWF,3,Stayed,0,,
0369-ZGOVK,3,Stayed,0,,
9402-ROUMJ,3,Stayed,0,,
9593-CVZKR,3,Stayed,0,,
4012-YCFAI,3,Stayed,0,,
3677-IYRBF,1,Churned,1,Attitude,Attitude of support person
6283-GITPX,3,Stayed,0,,
1302-TPUBN,3,Stayed,0,,
2669-OIDSD,5,Stayed,0,,
7219-TLZHO,5,Stayed,0,,
7321-VGNKU,3,Joined,0,,
3407-QGWLG,4,Joined,0,,
7964-ZRKKG,5,Stayed,0,,
3519-ZKXGG,2,Churned,1,Competitor,Competitor offered more data
5339-PXDVH,3,Stayed,0,,
3373-YZZYM,5,Joined,0,,
2155-AMQRX,3,Stayed,0,,
6386-SZZKH,2,Churned,1,Competitor,Competitor made better offer
0562-FGDCR,3,Stayed,0,,
2956-GGUCQ,1,Churned,1,Attitude,Attitude of service provider
4250-FDVOU,1,Churned,1,Attitude,Attitude of support person
7601-GNDYK,4,Stayed,0,,
6121-VZNQB,2,Churned,1,Competitor,Competitor made better offer
0080-EMYVY,3,Stayed,0,,
6725-TPKJO,3,Stayed,0,,
5177-RVZNU,3,Stayed,0,,
0397-ZXWQF,5,Stayed,0,,
3104-OWCGK,3,Churned,1,Other,Moved
0214-JHPFW,4,Stayed,0,,
3733-ZEECP,5,Stayed,0,,
9073-ZZIAY,4,Stayed,0,,
7813-ZGGAW,5,Stayed,0,,
5759-RCVCB,1,Churned,1,Competitor,Competitor had better devices
1172-VIYBP,3,Stayed,0,,
5868-CZJDR,2,Churned,1,Attitude,Attitude of service provider
2079-FBMZK,1,Churned,1,Competitor,Competitor made better offer
2108-XWMPY,1,Churned,1,Other,Moved
3786-WOVKF,4,Stayed,0,,
8659-IOOPU,3,Stayed,0,,
4622-YNKIJ,3,Stayed,0,,
8821-KVZKQ,5,Stayed,0,,
3973-SKMLN,3,Stayed,0,,
3348-CFRNX,1,Churned,1,Price,Lack of affordable download/upload speed
4647-XXZAM,4,Stayed,0,,
7159-FVYPK,3,Joined,0,,
4910-GMJOT,1,Churned,1,Other,Don't know
0531-XBKMM,3,Stayed,0,,
7465-ZZRVX,5,Joined,0,,
9867-JCZSP,4,Stayed,0,,
0042-RLHYP,5,Stayed,0,,
5600-KTXFM,3,Joined,0,,
7129-AZJDE,3,Stayed,0,,
4378-MYPGO,3,Stayed,0,,
2361-FJWNO,3,Stayed,0,,
7636-PEPNS,4,Stayed,0,,
5656-JAMLX,5,Stayed,0,,
8631-XVRZL,4,Stayed,0,,
6771-XWBDM,1,Churned,1,Dissatisfaction,Product dissatisfaction
3508-VLHCZ,4,Stayed,0,,
3387-PLKUI,5,Stayed,0,,
9039-ZVJDC,3,Joined,0,,
3071-MVJCD,3,Stayed,0,,
2458-EOMRE,4,Stayed,0,,
0795-GMVQO,4,Stayed,0,,
8591-NXRCV,4,Stayed,0,,
3144-AUDBS,1,Churned,1,Competitor,Competitor had better devices
1576-PFZIW,4,Stayed,0,,
2848-YXSMW,5,Stayed,0,,
3623-FQBOX,5,Stayed,0,,
4304-XUMGI,4,Stayed,0,,
0420-BWTPW,2,Churned,1,Attitude,Attitude of support person
0666-UXTJO,5,Stayed,0,,
1527-SXDPN,3,Churned,1,Competitor,Competitor made better offer
4592-IWTJI,1,Churned,1,Attitude,Attitude of support person
3030-ZKIWL,5,Joined,0,,
5787-KXGIY,3,Stayed,0,,
0420-TXVSG,3,Stayed,0,,
3133-PZNSR,3,Stayed,0,,
5803-NQJZO,3,Stayed,0,,
4102-HLENU,3,Stayed,0,,
0489-WMEMG,3,Stayed,0,,
6838-YAUVY,3,Stayed,0,,
4335-BSMJS,3,Stayed,0,,
6797-UCJHZ,3,Stayed,0,,
7639-OPLNG,3,Stayed,0,,
7998-WNZEM,4,Stayed,0,,
9637-CDTKZ,3,Stayed,0,,
1169-WCVAK,3,Stayed,0,,
1171-TYKUR,3,Stayed,0,,
0565-IYCGT,1,Churned,1,Competitor,Competitor made better offer
2675-OTVVJ,4,Stayed,0,,
2984-RGEYA,4,Stayed,0,,
4566-GOLUK,2,Churned,1,Attitude,Attitude of support person
0607-DAAHE,3,Churned,1,Price,Long distance charges
1309-XGFSN,3,Stayed,0,,
4785-QRJHC,3,Churned,1,Competitor,Competitor offered higher download speeds
5842-POCOP,1,Churned,1,Competitor,Competitor offered higher download speeds
1661-CZBAU,3,Stayed,0,,
4114-QMKVN,3,Stayed,0,,
2984-AFWNC,3,Joined,0,,
8173-RXAYP,4,Stayed,0,,
2632-IVXVF,4,Stayed,0,,
7148-XZPHA,4,Stayed,0,,
0670-ANMUU,3,Stayed,0,,
3166-PNEOF,4,Stayed,0,,
0727-BMPLR,3,Churned,1,Competitor,Competitor offered higher download speeds
6022-KOUQO,4,Joined,0,,
4825-XJGDM,4,Stayed,0,,
2725-KXXWT,3,Churned,1,Attitude,Attitude of support person
3999-WRNGR,3,Stayed,0,,
0419-YAAPX,4,Stayed,0,,
0280-XJGEX,1,Churned,1,Competitor,Competitor had better devices
9518-RWHZL,1,Churned,1,Competitor,Competitor had better devices
0836-SEYLU,1,Churned,1,Competitor,Competitor had better devices
6567-HOOPW,3,Churned,1,Competitor,Competitor made better offer
5406-KGRMX,5,Stayed,0,,
9483-GCPWE,4,Stayed,0,,
6549-YMFAW,4,Stayed,0,,
2153-MREFK,1,Churned,1,Attitude,Attitude of support person
2408-WITXK,1,Churned,1,Other,Deceased
5306-BVTKJ,4,Stayed,0,,
2186-QZEYA,3,Stayed,0,,
3256-EZDBI,4,Stayed,0,,
1153-GNOLC,4,Stayed,0,,
1383-EZRWL,2,Churned,1,Other,Moved
9895-VFOXH,5,Joined,0,,
6994-FGRHH,4,Stayed,0,,
2122-SZZZD,4,Stayed,0,,
4097-YODCF,4,Stayed,0,,
1015-OWJKI,4,Joined,0,,
9848-JQJTX,3,Stayed,0,,
6651-RLGGM,5,Stayed,0,,
3677-TNKIO,1,Churned,1,Other,Don't know
5906-BFOZT,5,Joined,0,,
3365-SAIGS,5,Stayed,0,,
5896-NPFWW,1,Churned,1,Competitor,Competitor made better offer
1157-BQCUW,1,Churned,1,Competitor,Competitor had better devices
4403-BWPAY,4,Stayed,0,,
0620-XEFWH,4,Stayed,0,,
9546-KDTRB,5,Stayed,0,,
5622-UEJFI,3,Stayed,0,,
8592-PLTMQ,5,Stayed,0,,
3721-WKIIL,5,Stayed,0,,
4199-QHJNM,3,Stayed,0,,
2608-BHKFN,1,Churned,1,Competitor,Competitor had better devices
8410-BGQXN,5,Stayed,0,,
9365-SRSZE,3,Stayed,0,,
2256-YLYLP,4,Stayed,0,,
7153-OANIO,1,Churned,1,Other,Moved
5393-HJZSM,3,Stayed,0,,
4139-JPIAM,4,Stayed,0,,
6922-NCEDI,4,Stayed,0,,
9878-TNQGW,3,Churned,1,Competitor,Competitor made better offer
4373-MAVJG,2,Churned,1,Competitor,Competitor made better offer
4039-HEUNW,3,Churned,1,Price,Lack of affordable download/upload speed
6615-NGGZJ,2,Churned,1,Dissatisfaction,Service dissatisfaction
2916-BQZLN,4,Stayed,0,,
7137-NAXML,4,Stayed,0,,
8749-TZYEC,3,Stayed,0,,
4785-FCIFB,5,Stayed,0,,
0048-LUMLS,5,Stayed,0,,
6563-VRERX,5,Stayed,0,,
2684-EIWEO,1,Churned,1,Competitor,Competitor made better offer
8430-TWCBX,3,Stayed,0,,
9620-QJREV,5,Stayed,0,,
6821-JPCDC,5,Stayed,0,,
8514-VZHEB,3,Stayed,0,,
6474-FVJLC,2,Churned,1,Attitude,Attitude of support person
1090-ESELR,3,Stayed,0,,
5356-KZCKT,4,Stayed,0,,
3537-HPKQT,3,Stayed,0,,
9189-JWSHV,2,Churned,1,Price,Price too high
4979-HPRFL,4,Stayed,0,,
4572-DVCGN,3,Churned,1,Competitor,Competitor made better offer
4640-UHDOS,1,Churned,1,Competitor,Competitor had better devices
2262-SLNVK,4,Joined,0,,
4580-TMHJU,2,Churned,1,Other,Don't know
5651-WYIPH,3,Stayed,0,,
2908-ZTPNF,4,Stayed,0,,
3893-JRNFS,4,Stayed,0,,
2740-JFBOK,5,Stayed,0,,
0708-LGSMF,3,Stayed,0,,
5960-MVTUK,3,Joined,0,,
3413-BMNZE,3,Joined,0,,
0181-RITDD,4,Stayed,0,,
1465-LNTLJ,5,Stayed,0,,
5701-GUXDC,3,Stayed,0,,
7471-WNSUF,3,Stayed,0,,
4369-NYSCF,3,Stayed,0,,
8999-XXGNS,5,Stayed,0,,
4587-VVTOX,1,Churned,1,Competitor,Competitor offered more data
0956-ACVZC,3,Stayed,0,,
9375-MHRRS,5,Stayed,0,,
9317-WZPGV,3,Churned,1,Price,Extra data charges
6064-ZATLR,3,Stayed,0,,
4905-JEFDW,2,Churned,1,Competitor,Competitor offered higher download speeds
8357-EQXFO,2,Churned,1,Competitor,Competitor made better offer
2990-IAJSV,3,Stayed,0,,
4061-UKJWL,5,Joined,0,,
0002-ORFBO,3,Stayed,0,,
8972-HJWNV,1,Churned,1,Competitor,Competitor made better offer
2223-KAGMX,1,Churned,1,Price,Long distance charges
1218-VKFPE,1,Churned,1,Competitor,Competitor made better offer
8988-ECPJR,1,Churned,1,Dissatisfaction,Product dissatisfaction
0345-HKJVM,1,Churned,1,Other,Don't know
6480-YAGIY,3,Stayed,0,,
1241-EZFMJ,4,Stayed,0,,
3026-ATZYV,3,Stayed,0,,
0362-RAOQO,4,Stayed,0,,
3486-KHMLI,4,Stayed,0,,
9191-MYQKX,1,Churned,1,Dissatisfaction,Service dissatisfaction
7356-IWLFW,5,Stayed,0,,
0133-BMFZO,2,Churned,1,Competitor,Competitor offered higher download speeds
3466-RITXD,3,Stayed,0,,
3524-WQDSG,3,Stayed,0,,
2133-TSRRM,4,Stayed,0,,
9782-LGXMC,3,Stayed,0,,
7892-QVYKW,3,Stayed,0,,
0997-YTLNY,3,Stayed,0,,
4776-XSKYQ,4,Stayed,0,,
4558-CGYCZ,3,Stayed,0,,
0019-EFAEP,3,Stayed,0,,
8819-ZBYNA,3,Stayed,0,,
2812-SFXMJ,3,Joined,0,,
0564-MUUQK,3,Stayed,0,,
6502-HCJTI,1,Churned,1,Attitude,Attitude of service provider
3541-ZNUHK,3,Stayed,0,,
5018-LXQQG,3,Stayed,0,,
7242-EDTYC,3,Stayed,0,,
6728-VOIFY,3,Stayed,0,,
9741-YLNTD,3,Stayed,0,,
3453-RTHJQ,4,Stayed,0,,
7721-DVEKZ,3,Joined,0,,
4801-JZAZL,4,Stayed,0,,
8384-FZBJK,3,Stayed,0,,
8314-HTWVE,3,Stayed,0,,
7994-XIRTR,4,Stayed,0,,
5160-UXJED,4,Stayed,0,,
9503-XJUME,4,Stayed,0,,
9938-EKRGF,3,Stayed,0,,
3312-UUMZW,4,Stayed,0,,
5027-QPKTE,1,Churned,1,Competitor,Competitor had better devices
9602-WCXPI,5,Stayed,0,,
8069-YQQAJ,5,Stayed,0,,
1897-OKVMW,4,Stayed,0,,
6729-FZWSY,4,Stayed,0,,
0030-FNXPP,4,Joined,0,,
6475-VHUIZ,5,Stayed,0,,
9702-AIUJO,5,Stayed,0,,
6986-IJDHX,1,Churned,1,Competitor,Competitor had better devices
3082-YVEKW,3,Stayed,0,,
5980-BDHPY,3,Stayed,0,,
4690-PKDQG,3,Stayed,0,,
0363-SVHYR,4,Stayed,0,,
5370-IIVVL,3,Stayed,0,,
8327-WKMIE,5,Stayed,0,,
8966-OIQHG,4,Stayed,0,,
8739-WWKDU,1,Churned,1,Competitor,Competitor had better devices
1689-YQBYY,3,Stayed,0,,
0880-FVFWF,5,Stayed,0,,
8884-FEEWR,4,Stayed,0,,
0939-EREMR,5,Stayed,0,,
2452-MRMZF,3,Stayed,0,,
2030-BTZRO,5,Stayed,0,,
5995-LFTLE,5,Stayed,0,,
5397-TUPSH,3,Stayed,0,,
7754-IXRMC,4,Joined,0,,
5948-UJZLF,5,Joined,0,,
3863-QSTYI,3,Stayed,0,,
5293-WXJAK,3,Churned,1,Competitor,Competitor offered more data
3006-XIMLN,2,Churned,1,Dissatisfaction,Lack of self-service on Website
9114-AAFQH,3,Stayed,0,,
0722-SVSFK,3,Stayed,0,,
4295-YURET,4,Stayed,0,,
9470-XCCEM,3,Stayed,0,,
9600-NAXZN,1,Churned,1,Competitor,Competitor made better offer
8680-CGLTP,3,Stayed,0,,
8909-BOLNL,5,Joined,0,,
8945-GRKHX,1,Churned,1,Competitor,Competitor had better devices
6437-UDQJM,3,Stayed,0,,
4817-KEQSP,4,Stayed,0,,
7722-CVFXN,5,Stayed,0,,
2565-JSLRY,2,Churned,1,Price,Price too high
5480-TBGPH,3,Churned,1,Competitor,Competitor offered more data
3724-BSCVH,4,Stayed,0,,
2718-YSKCS,5,Stayed,0,,
1402-PTHGN,4,Stayed,0,,
8805-JNRAZ,5,Joined,0,,
7576-JMYWV,3,Stayed,0,,
2207-RYYRL,3,Stayed,0,,
2428-HYUNX,5,Stayed,0,,
3714-JTVOV,1,Churned,1,Attitude,Attitude of support person
8621-MNIHH,1,Churned,1,Competitor,Competitor had better devices
6851-WEFYX,5,Stayed,0,,
4763-PGDPO,1,Churned,1,Competitor,Competitor had better devices
9732-OUYRN,3,Stayed,0,,
4726-DLWQN,3,Stayed,0,,
3274-NSDWE,4,Stayed,0,,
4366-CTOUZ,4,Stayed,0,,
1837-YQUCE,3,Stayed,0,,
4390-KYULV,1,Churned,1,Attitude,Attitude of support person
6505-OZNPG,4,Stayed,0,,
1564-HJUVY,5,Stayed,0,,
4450-MDZFX,5,Stayed,0,,
1240-KNSEZ,3,Churned,1,Price,Long distance charges
0739-UUAJR,3,Stayed,0,,
2578-JQPHZ,3,Stayed,0,,
9803-FTJCG,4,Stayed,0,,
4667-QONEA,3,Stayed,0,,
4177-JPDFU,3,Stayed,0,,
3990-QYKBE,1,Churned,1,Competitor,Competitor had better devices
